project_id,milestone,original_start,original_end,current_start,current_end
PV302BPH1,CONSTRUCTION TO 25%,Sep 2016,Jan 2017,Sep 2016,Jan 2017
PV302BPH1,CONSTRUCTION TO 50%,Jan 2017,May 2017,Jan 2017,May 2017
PV302BPH1,CONSTRUCTION TO 75%,May 2017,Sep 2017,May 2017,Sep 2017
PV302BPH1,ORIGINAL EQUIP & FURNISHING,Sep 2017,Dec 2017,Sep 2017,Dec 2017
PV302BPH1,SUBSTANTIAL COMPLETION,Dec 2017,Feb 2018,Dec 2017,Feb 2018
PV302BPH1,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2018,Mar 2018,Feb 2018,Mar 2021
PV302BPH1,PROJECT START,Feb 2018,Mar 2018,Mar 2021,Mar 2021
PV302BPH1,DESIGN START,Feb 2018,Mar 2018,Mar 2021,Mar 2021
PV302BPH1,DESIGN COMPLETION,Feb 2018,Mar 2018,Mar 2021,Mar 2021
PV302BPH1,CONSTRUCTION START,Feb 2018,Mar 2018,Mar 2021,Mar 2021
PV302BPH1,CONSTRUCTION COMPLETION,Feb 2018,Mar 2018,Mar 2023,Mar 2023
PV341BRIT,DEVELOP SCOPE,Aug 2010,Nov 2010,Aug 2010,Feb 2012
PV341BRIT,PRELIMINARY DESIGN,Nov 2010,Mar 2011,Feb 2012,Apr 2014
PV341BRIT,FINAL DESIGN,Mar 2011,Sep 2011,Apr 2014,Apr 2014
PV341BRIT,BID AWARD AND REGISTER CONTRCT,Sep 2011,Dec 2011,Apr 2014,Feb 2016
PV341BRIT,CONSTRUCTION TO 25%,Dec 2011,Apr 2012,Feb 2025,Feb 2025
PV341BRIT,CONSTRUCTION TO 50%,Apr 2012,Aug 2012,Feb 2025,Feb 2025
PV341BRIT,CONSTRUCTION TO 75%,Aug 2012,Dec 2012,Feb 2025,Feb 2025
PV341BRIT,ORIGINAL EQUIP & FURNISHING,Dec 2012,Mar 2013,Feb 2025,Feb 2025
PV341BRIT,SUBSTANTIAL COMPLETION,Mar 2013,Apr 2013,Feb 2025,Feb 2025
PV341BRIT,"PUNCHLIST COMPLETE, JOB CLOSED",May 2013,May 2013,Feb 2025,Feb 2025
PV477TEMP,PROJECT START,Aug 2018,Aug 2018,Aug 2018,Aug 2018
PV477TEMP,DESIGN START,Aug 2018,Jun 2019,Aug 2018,Jun 2019
PV477TEMP,DESIGN COMPLETION,Sep 2020,Sep 2020,Sep 2020,Sep 2020
PV477TEMP,CONSTRUCTION START,Jun 2022,May 2024,Jun 2022,May 2024
PV477TEMP,CONSTRUCTION COMPLETION,Dec 2025,Dec 2025,Dec 2025,Dec 2025
PV490-C,DEVELOP SCOPE,Jun 2015,Sep 2015,Jun 2015,Sep 2015
PV490-C,PRELIMINARY DESIGN,Sep 2015,Jan 2016,Sep 2015,Jan 2016
PV490-C,FINAL DESIGN,Jan 2016,Jul 2016,Jan 2016,Jul 2016
PV490-C,BID AWARD AND REGISTER CONTRCT,Jul 2016,Oct 2016,Jul 2016,Oct 2016
PV490-C,CONSTRUCTION TO 25%,Oct 2016,Feb 2017,Oct 2016,Feb 2017
PV490-C,CONSTRUCTION TO 50%,Feb 2017,Jun 2017,Feb 2017,Jun 2017
PV490-C,CONSTRUCTION TO 75%,Jun 2017,Oct 2017,Jun 2017,Oct 2017
PV490-C,ORIGINAL EQUIP & FURNISHING,Oct 2017,Dec 2017,Oct 2017,Dec 2017
PV490-C,SUBSTANTIAL COMPLETION,Dec 2017,Feb 2018,Dec 2017,Feb 2018
PV490-C,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2018,Mar 2018,Mar 2018,Mar 2021
PV490-C,PROJECT START,Mar 2018,Mar 2018,Mar 2021,Mar 2021
PV490-C,DESIGN START,Mar 2018,Mar 2018,Apr 2021,Apr 2021
PV490-C,DESIGN COMPLETION,Mar 2018,Mar 2018,Apr 2021,Apr 2021
PV490-C,CONSTRUCTION START,Mar 2018,Mar 2018,Apr 2021,Apr 2021
PV490-C,CONSTRUCTION COMPLETION,Mar 2018,Mar 2018,Apr 2021,Apr 2024
PV490ELEC,DEVELOP SCOPE,Jun 2015,Sep 2015,Jun 2015,Sep 2015
PV490ELEC,PRELIMINARY DESIGN,Sep 2015,Jan 2016,Sep 2015,Jan 2016
PV490ELEC,FINAL DESIGN,Jan 2016,Jul 2016,Jan 2016,Jul 2016
PV490ELEC,BID AWARD AND REGISTER CONTRCT,Jul 2016,Oct 2016,Jul 2016,Oct 2016
PV490ELEC,CONSTRUCTION TO 25%,Oct 2016,Feb 2017,Oct 2016,Feb 2017
PV490ELEC,CONSTRUCTION TO 50%,Feb 2017,Jun 2017,Feb 2017,Jun 2017
PV490ELEC,CONSTRUCTION TO 75%,Jun 2017,Oct 2017,Jun 2017,Oct 2017
PV490ELEC,ORIGINAL EQUIP & FURNISHING,Oct 2017,Dec 2017,Oct 2017,Dec 2017
PV490ELEC,SUBSTANTIAL COMPLETION,Dec 2017,Feb 2018,Dec 2017,Feb 2018
PV490ELEC,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2018,Mar 2018,Mar 2018,Mar 2021
PV490ELEC,PROJECT START,Mar 2018,Mar 2018,Mar 2021,Mar 2021
PV490ELEC,DESIGN START,Mar 2018,Mar 2018,Apr 2021,Apr 2021
PV490ELEC,DESIGN COMPLETION,Mar 2018,Mar 2018,Apr 2021,Apr 2021
PV490ELEC,CONSTRUCTION START,Mar 2018,Mar 2018,Apr 2021,Apr 2021
PV490ELEC,CONSTRUCTION COMPLETION,Mar 2018,Mar 2018,Apr 2021,Aug 2023
PV490-INF,DEVELOP SCOPE,Jun 2016,Sep 2016,Jun 2016,Sep 2016
PV490-INF,PRELIMINARY DESIGN,Sep 2016,Jan 2017,Sep 2016,Jan 2017
PV490-INF,FINAL DESIGN,Jan 2017,Jul 2017,Jan 2017,Jul 2017
PV490-INF,BID AWARD AND REGISTER CONTRCT,Jul 2017,Oct 2017,Jul 2017,Oct 2017
PV490-INF,CONSTRUCTION TO 25%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
PV490-INF,CONSTRUCTION TO 50%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
PV490-INF,CONSTRUCTION TO 75%,Jun 2018,Oct 2018,Jun 2018,Oct 2018
PV490-INF,ORIGINAL EQUIP & FURNISHING,Oct 2018,Jan 2019,Oct 2018,Jan 2019
PV490-INF,SUBSTANTIAL COMPLETION,Jan 2019,Mar 2019,Jan 2019,Mar 2019
PV490-INF,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2019,Apr 2019,Mar 2019,Apr 2019
PV490-INF,PROJECT START,Mar 2019,Apr 2019,Apr 2019,Apr 2019
PV490-INF,DESIGN START,Mar 2019,Apr 2019,Apr 2019,Apr 2019
PV490-INF,DESIGN COMPLETION,Mar 2019,Apr 2019,Apr 2019,Apr 2019
PV490-INF,CONSTRUCTION START,Mar 2019,Apr 2019,Apr 2019,Apr 2019
PV490-INF,CONSTRUCTION COMPLETION,Mar 2019,Apr 2019,Apr 2022,Jul 2022
PV490-Q3,CONSTRUCTION,Apr 2013,Apr 2014,Jan 2013,Apr 2013
PV490-Q3,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2014,Apr 2015,Apr 2013,Apr 2014
PV490-Q3,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2014,Apr 2015,Apr 2014,Apr 2015
PV490-Q3,PROJECT START,Apr 2014,Apr 2015,Apr 2015,Apr 2015
PV490-Q3,DESIGN START,Apr 2014,Apr 2015,Apr 2015,Apr 2015
PV490-Q3,DESIGN COMPLETION,Apr 2014,Apr 2015,Apr 2015,Apr 2015
PV490-Q3,CONSTRUCTION START,Apr 2014,Apr 2015,Apr 2015,Apr 2015
PV490-Q3,CONSTRUCTION COMPLETION,Apr 2014,Apr 2015,Jun 2016,Jun 2025
PVC341-M,PROJECT START,Jul 1995,Jul 1995,Aug 2008,Aug 2008
PVC341-M,DESIGN START,Jul 1995,Jul 1995,Oct 2009,Jan 2011
PVC341-M,DESIGN COMPLETION,Dec 2006,Jul 2008,Jan 2011,Jan 2011
PVC341-M,CONSTRUCTION START,Jul 2008,Jul 2009,Sep 2011,Aug 2013
PVC341-M,CONSTRUCTION COMPLETION,Jul 2009,Jun 2010,Aug 2013,Aug 2020
PW348-74,PROJECT START,Jul 2017,Jul 2017,Jul 2017,Jul 2017
PW348-74,DESIGN START,Jul 2017,Jul 2017,Jul 2017,Jul 2017
PW348-74,DESIGN COMPLETION,Jul 2017,Jul 2017,Jul 2017,Jul 2017
PW348-74,CONSTRUCTION START,Jul 2017,Jul 2017,Jul 2017,Jul 2017
PW348-74,CONSTRUCTION COMPLETION,Jul 2017,Jul 2019,Jul 2017,Jun 2022
PWD5SOUTH,PROJECT START,Jul 2010,Jul 2010,Jun 2012,Jun 2012
PWD5SOUTH,DESIGN START,Jul 2010,Jul 2010,Jun 2013,Jun 2014
PWD5SOUTH,DESIGN COMPLETION,Jul 2010,Jul 2010,Dec 2014,May 2016
PWD5SOUTH,CONSTRUCTION START,Jul 2010,Jul 2010,May 2019,May 2020
PWD5SOUTH,CONSTRUCTION COMPLETION,Jul 2010,Jul 2010,Jul 2020,Aug 2023
RED-366,DEVELOP SCOPE,Mar 2014,Jun 2014,Jul 2011,Sep 2012
RED-366,PRELIMINARY DESIGN,Jun 2014,Sep 2014,Sep 2011,Jan 2012
RED-366,FINAL DESIGN,Oct 2014,Mar 2015,Jan 2012,Mar 2022
RED-366,BID AWARD AND REGISTER CONTRCT,Mar 2015,Jun 2015,Mar 2022,Jun 2022
RED-366,CONSTRUCTION TO 25%,Jun 2015,Oct 2015,Jun 2022,Oct 2022
RED-366,CONSTRUCTION TO 50%,Oct 2015,Feb 2016,Oct 2022,Feb 2023
RED-366,CONSTRUCTION TO 75%,Feb 2016,Jun 2016,Feb 2023,Mar 2023
RED-366,ORIGINAL EQUIP & FURNISHING,Jun 2016,Sep 2016,Mar 2023,Jul 2023
RED-366,SUBSTANTIAL COMPLETION,Sep 2016,Nov 2016,Jul 2023,Nov 2023
RED-366,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2016,Dec 2016,Nov 2023,Dec 2023
RED-369,DEVELOP SCOPE,Mar 2011,May 2011,Mar 2011,May 2011
RED-369,PRELIMINARY DESIGN,May 2011,Sep 2011,May 2011,Sep 2011
RED-369,FINAL DESIGN,Sep 2011,Mar 2012,Sep 2011,Mar 2012
RED-369,BID AWARD AND REGISTER CONTRCT,Mar 2012,Jun 2012,Mar 2012,Jun 2012
RED-369,CONSTRUCTION TO 25%,Jun 2012,Oct 2012,Jun 2012,Oct 2012
RED-369,CONSTRUCTION TO 50%,Oct 2012,Feb 2013,Oct 2012,Feb 2013
RED-369,CONSTRUCTION TO 75%,Feb 2013,Jun 2013,Feb 2013,Jun 2013
RED-369,ORIGINAL EQUIP & FURNISHING,Jun 2013,Sep 2013,Jun 2013,Sep 2013
RED-369,SUBSTANTIAL COMPLETION,Sep 2013,Nov 2013,Sep 2013,Nov 2013
RED-369,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2013,Dec 2013,Nov 2013,Jun 2022
RED-372,DEVELOP SCOPE,Mar 2017,May 2017,Mar 2017,May 2017
RED-372,PRELIMINARY DESIGN,May 2017,Sep 2017,May 2017,Sep 2017
RED-372,FINAL DESIGN,Sep 2017,Mar 2018,Sep 2017,Mar 2018
RED-372,BID AWARD AND REGISTER CONTRCT,Mar 2018,Jun 2018,Mar 2018,Jun 2018
RED-372,CONSTRUCTION TO 25%,Jun 2018,Oct 2018,Jun 2018,Oct 2018
RED-372,CONSTRUCTION TO 50%,Oct 2018,Feb 2019,Oct 2018,Feb 2019
RED-372,CONSTRUCTION TO 75%,Feb 2019,Jun 2019,Feb 2019,Jun 2019
RED-372,ORIGINAL EQUIP & FURNISHING,Jun 2019,Sep 2019,Jun 2019,Sep 2019
RED-372,SUBSTANTIAL COMPLETION,Sep 2019,Nov 2019,Sep 2019,Nov 2019
RED-372,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2019,Dec 2019,Nov 2019,Jan 2025
RED-376,DEVELOP SCOPE,Jun 2016,Feb 2017,Jun 2016,Feb 2017
RED-376,PRELIMINARY DESIGN,Feb 2017,Feb 2018,Feb 2017,Feb 2018
RED-376,FINAL DESIGN,Feb 2018,Aug 2019,Feb 2018,Aug 2019
RED-376,BID AWARD AND REGISTER CONTRCT,Aug 2019,May 2020,Aug 2019,May 2020
RED-376,CONSTRUCTION TO 25%,May 2020,May 2021,May 2020,May 2021
RED-376,CONSTRUCTION TO 50%,May 2021,Apr 2022,May 2021,Apr 2022
RED-376,CONSTRUCTION TO 75%,May 2022,Apr 2023,May 2022,Apr 2023
RED-376,ORIGINAL EQUIP & FURNISHING,Apr 2023,Jan 2024,Apr 2023,Jan 2024
RED-376,SUBSTANTIAL COMPLETION,Jan 2024,Jul 2024,Jan 2024,Jul 2024
RED-376,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2024,Oct 2024,Jul 2024,Oct 2024
RED-381,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2020,Aug 2020
RED-381,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2020,Dec 2020
RED-381,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2020,Jun 2021
RED-381,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2021,Sep 2021
RED-381,CONSTRUCTION TO 25%,Sep 2021,Jan 2022,Sep 2021,Jan 2022
RED-381,CONSTRUCTION TO 50%,Jan 2022,May 2022,Jan 2022,May 2022
RED-381,CONSTRUCTION TO 75%,May 2022,Sep 2022,May 2022,Sep 2022
RED-381,ORIGINAL EQUIP & FURNISHING,Sep 2022,Dec 2022,Sep 2022,Dec 2022
RED-381,SUBSTANTIAL COMPLETION,Dec 2022,Feb 2023,Dec 2022,Feb 2023
RED-381,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2023,Mar 2023,Feb 2023,Mar 2023
RED-386,DEVELOP SCOPE,Jun 2020,Sep 2020,Jun 2020,Sep 2020
RED-386,PRELIMINARY DESIGN,Sep 2020,Jan 2021,Sep 2020,Jan 2021
RED-386,FINAL DESIGN,Jan 2021,Jul 2021,Jan 2021,Jul 2021
RED-386,BID AWARD AND REGISTER CONTRCT,Jul 2021,Oct 2021,Jul 2021,Oct 2021
RED-386,CONSTRUCTION TO 25%,Oct 2021,Feb 2022,Oct 2021,Feb 2022
RED-386,CONSTRUCTION TO 50%,Feb 2022,Jun 2022,Feb 2022,Jun 2022
RED-386,CONSTRUCTION TO 75%,Jun 2022,Oct 2022,Jun 2022,Oct 2022
RED-386,ORIGINAL EQUIP & FURNISHING,Oct 2022,Jan 2023,Oct 2022,Jan 2023
RED-386,SUBSTANTIAL COMPLETION,Jan 2023,Mar 2023,Jan 2023,Mar 2023
RED-386,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2023,Apr 2023,Mar 2023,Apr 2023
REDA-002,DEVELOP SCOPE,Mar 2018,May 2018,Mar 2018,May 2018
REDA-002,PRELIMINARY DESIGN,May 2018,Sep 2018,May 2018,Sep 2018
REDA-002,FINAL DESIGN,Sep 2018,Mar 2019,Sep 2018,Mar 2019
REDA-002,BID AWARD AND REGISTER CONTRCT,Mar 2019,Jun 2019,Mar 2019,Jun 2019
REDA-002,CONSTRUCTION TO 25%,Jun 2019,Oct 2019,Jun 2019,Oct 2019
REDA-002,CONSTRUCTION TO 50%,Oct 2019,Feb 2020,Oct 2019,Feb 2020
REDA-002,CONSTRUCTION TO 75%,Feb 2020,Jun 2020,Feb 2020,Jun 2020
REDA-002,ORIGINAL EQUIP & FURNISHING,Jun 2020,Sep 2020,Jun 2020,Sep 2020
REDA-002,SUBSTANTIAL COMPLETION,Sep 2020,Nov 2020,Sep 2020,Nov 2020
REDA-002,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2020,Dec 2020,Nov 2020,Dec 2020
REDA-003,DEVELOP SCOPE,Mar 2016,May 2016,Mar 2016,May 2016
REDA-003,PRELIMINARY DESIGN,May 2016,Sep 2016,May 2016,Sep 2016
REDA-003,FINAL DESIGN,Sep 2016,Mar 2017,Sep 2016,Mar 2017
REDA-003,BID AWARD AND REGISTER CONTRCT,Mar 2017,Jun 2017,Mar 2017,Jun 2017
REDA-003,CONSTRUCTION TO 25%,Jun 2017,Oct 2017,Jun 2017,Oct 2017
REDA-003,CONSTRUCTION TO 50%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
REDA-003,CONSTRUCTION TO 75%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
REDA-003,ORIGINAL EQUIP & FURNISHING,Jun 2018,Sep 2018,Jun 2018,Sep 2018
REDA-003,SUBSTANTIAL COMPLETION,Sep 2018,Nov 2018,Sep 2018,Nov 2018
REDA-003,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2018,Dec 2018,Nov 2018,Jun 2022
S136-367,PROJECT START,Mar 2019,Mar 2019,Mar 2019,Mar 2019
S136-367,DESIGN START,Mar 2019,Mar 2019,Mar 2019,Mar 2019
S136-367,DESIGN COMPLETION,Mar 2019,Mar 2019,Mar 2019,Jun 2019
S136-367,CONSTRUCTION START,Mar 2019,Mar 2019,Jun 2019,Feb 2020
S136-367,CONSTRUCTION COMPLETION,Mar 2019,Mar 2019,Feb 2020,Aug 2022
S136-383S,DEVELOP SCOPE,Aug 2007,Feb 2008,Aug 2007,Feb 2008
S136-383S,PRELIMINARY DESIGN,Feb 2008,Sep 2008,Feb 2008,Jul 2017
S136-383S,FINAL DESIGN,Sep 2008,Mar 2009,Jul 2017,Jun 2019
S136-383S,BID AWARD AND REGISTER CONTRCT,Mar 2009,Oct 2009,Jun 2019,Feb 2020
S136-383S,CONSTRUCTION TO 25%,Oct 2009,Oct 2010,Feb 2020,Feb 2020
S136-383S,CONSTRUCTION TO 50%,Oct 2010,Oct 2011,Feb 2020,Feb 2020
S136-383S,CONSTRUCTION TO 75%,Oct 2011,Oct 2012,Feb 2020,Feb 2020
S136-383S,SUBSTANTIAL COMPLETION,Oct 2012,Oct 2013,Feb 2020,Feb 2021
S136-383S,"PUNCHLIST COMPLETE, JOB CLOSED",Oct 2013,Sep 2015,Feb 2021,Aug 2021
SAND669C,DEVELOP SCOPE,Feb 2016,May 2016,Feb 2016,May 2016
SAND669C,PRELIMINARY DESIGN,May 2016,Sep 2016,May 2016,Sep 2016
SAND669C,FINAL DESIGN,Sep 2016,Mar 2017,Sep 2016,Mar 2017
SAND669C,BID AWARD AND REGISTER CONTRCT,Mar 2017,Jun 2017,Mar 2017,Jun 2017
SAND669C,CONSTRUCTION TO 25%,Jun 2017,Oct 2017,Jun 2017,Oct 2017
SAND669C,CONSTRUCTION TO 50%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
SAND669C,CONSTRUCTION TO 75%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
SAND669C,ORIGINAL EQUIP & FURNISHING,Jun 2018,Sep 2018,Jun 2018,Sep 2018
SAND669C,SUBSTANTIAL COMPLETION,Sep 2018,Nov 2018,Sep 2018,Nov 2018
SAND669C,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2018,Dec 2018,Nov 2018,Jun 2024
SANDHW14,DEVELOP SCOPE,Feb 2016,May 2016,Feb 2016,May 2016
SANDHW14,PRELIMINARY DESIGN,May 2016,Sep 2016,May 2016,Sep 2016
SANDHW14,FINAL DESIGN,Sep 2016,Mar 2017,Sep 2016,Mar 2017
SANDHW14,BID AWARD AND REGISTER CONTRCT,Mar 2017,Jun 2017,Mar 2017,Jun 2017
SANDHW14,CONSTRUCTION TO 25%,Jun 2017,Oct 2017,Jun 2017,Oct 2017
SANDHW14,CONSTRUCTION TO 50%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
SANDHW14,CONSTRUCTION TO 75%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
SANDHW14,ORIGINAL EQUIP & FURNISHING,Jun 2018,Sep 2018,Jun 2018,Sep 2018
SANDHW14,SUBSTANTIAL COMPLETION,Sep 2018,Nov 2018,Sep 2018,Nov 2018
SANDHW14,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2018,Dec 2018,Nov 2018,Jun 2023
SANDHW15,DEVELOP SCOPE,Feb 2016,May 2016,Feb 2016,May 2016
SANDHW15,PRELIMINARY DESIGN,May 2016,Sep 2016,May 2016,Sep 2016
SANDHW15,FINAL DESIGN,Sep 2016,Mar 2017,Sep 2016,Mar 2017
SANDHW15,BID AWARD AND REGISTER CONTRCT,Mar 2017,Jun 2017,Mar 2017,Jun 2017
SANDHW15,CONSTRUCTION TO 25%,Jun 2017,Oct 2017,Jun 2017,Oct 2017
SANDHW15,CONSTRUCTION TO 50%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
SANDHW15,CONSTRUCTION TO 75%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
SANDHW15,ORIGINAL EQUIP & FURNISHING,Jun 2018,Sep 2018,Jun 2018,Sep 2018
SANDHW15,SUBSTANTIAL COMPLETION,Sep 2018,Nov 2018,Sep 2018,Nov 2018
SANDHW15,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2018,Dec 2018,Nov 2018,Aug 2022
SANDHWSI,DEVELOP SCOPE,Oct 2015,Jan 2016,Oct 2015,Jan 2016
SANDHWSI,PRELIMINARY DESIGN,Jan 2016,May 2016,Jan 2016,May 2016
SANDHWSI,FINAL DESIGN,May 2016,Nov 2016,May 2016,Nov 2016
SANDHWSI,BID AWARD AND REGISTER CONTRCT,Nov 2016,Jan 2017,Nov 2016,Jan 2017
SANDHWSI,CONSTRUCTION TO 25%,Feb 2017,May 2017,Feb 2017,May 2017
SANDHWSI,CONSTRUCTION TO 50%,Jun 2017,Sep 2017,Jun 2017,Sep 2017
SANDHWSI,CONSTRUCTION TO 75%,Sep 2017,Jan 2018,Sep 2017,Jan 2018
SANDHWSI,ORIGINAL EQUIP & FURNISHING,Jan 2018,Apr 2018,Jan 2018,Apr 2018
SANDHWSI,SUBSTANTIAL COMPLETION,Apr 2018,Jun 2018,Apr 2018,Jun 2018
SANDHWSI,"PUNCHLIST COMPLETE, JOB CLOSED",Jun 2018,Jul 2018,Jun 2018,Feb 2021
SANDR01,DEVELOP SCOPE,Jul 2016,Sep 2016,Jul 2016,Sep 2016
SANDR01,PRELIMINARY DESIGN,Sep 2016,Jan 2017,Sep 2016,Jan 2017
SANDR01,FINAL DESIGN,Jan 2017,Jul 2017,Jan 2017,Jul 2017
SANDR01,BID AWARD AND REGISTER CONTRCT,Jul 2017,Oct 2017,Jul 2017,Oct 2017
SANDR01,CONSTRUCTION TO 25%,Oct 2017,Feb 2018,Oct 2017,Feb 2018
SANDR01,CONSTRUCTION TO 50%,Feb 2018,Jun 2018,Feb 2018,Jun 2018
SANDR01,CONSTRUCTION TO 75%,Jun 2018,Oct 2018,Jun 2018,Oct 2018
SANDR01,ORIGINAL EQUIP & FURNISHING,Oct 2018,Jan 2019,Oct 2018,Jan 2019
SANDR01,SUBSTANTIAL COMPLETION,Jan 2019,Mar 2019,Jan 2019,Mar 2019
SANDR01,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2019,Apr 2019,Mar 2019,Jun 2023
SE-734,DEVELOP SCOPE,Apr 2006,Jul 2006,Apr 2006,Jul 2006
SE-734,PRELIMINARY DESIGN,Jul 2006,Nov 2006,Jul 2006,Nov 2006
SE-734,FINAL DESIGN,Nov 2006,May 2007,Nov 2006,May 2007
SE-734,BID AWARD AND REGISTER CONTRCT,Apr 2009,Jun 2009,Mar 2012,Jun 2012
SE-734,CONSTRUCTION TO 25%,Jul 2009,Jun 2009,Jun 2012,Jun 2012
SE-734,CONSTRUCTION TO 50%,Jul 2009,Jun 2009,Jun 2012,Jun 2012
SE-734,CONSTRUCTION TO 75%,Jul 2009,Jun 2009,Jun 2012,Jun 2012
SE-734,ORIGINAL EQUIP & FURNISHING,Jul 2009,Jun 2009,Jun 2012,Jun 2012
SE-734,SUBSTANTIAL COMPLETION,Jul 2009,Jun 2009,Jun 2012,Jun 2012
SE-734,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2009,Jul 2009,Nov 2013,Dec 2021
SE-740B,DEVELOP SCOPE,Mar 2009,Jun 2009,Jun 2004,Sep 2004
SE-740B,PRELIMINARY DESIGN,Jun 2009,Oct 2009,Sep 2004,Mar 2005
SE-740B,FINAL DESIGN,Oct 2009,Apr 2010,Mar 2005,Mar 2017
SE-740B,BID AWARD AND REGISTER CONTRCT,Apr 2010,Jul 2010,Mar 2017,Jun 2017
SE-740B,CONSTRUCTION TO 25%,Jul 2010,Nov 2010,Jun 2017,Oct 2017
SE-740B,CONSTRUCTION TO 50%,Nov 2010,Mar 2011,Oct 2017,Oct 2018
SE-740B,CONSTRUCTION TO 75%,Mar 2011,Jul 2011,Oct 2018,Feb 2019
SE-740B,ORIGINAL EQUIP & FURNISHING,Jul 2011,Oct 2011,Feb 2019,Mar 2019
SE-740B,SUBSTANTIAL COMPLETION,Oct 2011,Dec 2011,Mar 2019,Aug 2019
SE-740B,"PUNCHLIST COMPLETE, JOB CLOSED",Dec 2011,Jan 2012,Aug 2019,Sep 2028
SE-751,DEVELOP SCOPE,Feb 2004,May 2004,Feb 2004,May 2004
SE-751,PRELIMINARY DESIGN,May 2004,Sep 2004,May 2004,Aug 2016
SE-751,FINAL DESIGN,Sep 2004,Mar 2005,Aug 2015,Feb 2016
SE-751,BID AWARD AND REGISTER CONTRCT,Mar 2005,Jun 2005,Feb 2016,Jun 2016
SE-751,CONSTRUCTION TO 25%,Jun 2005,Oct 2005,Jun 2016,Sep 2016
SE-751,CONSTRUCTION TO 50%,Oct 2005,Feb 2006,Sep 2016,Jan 2017
SE-751,CONSTRUCTION TO 75%,Feb 2006,Jun 2006,Jan 2017,May 2017
SE-751,ORIGINAL EQUIP & FURNISHING,Jun 2006,Sep 2006,Jan 2017,Apr 2017
SE-751,SUBSTANTIAL COMPLETION,Sep 2006,Nov 2006,Apr 2017,Jun 2017
SE-751,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2006,Dec 2006,Jun 2017,Jun 2023
SE-796,DEVELOP SCOPE,Mar 2009,May 2009,Jul 2010,Sep 2010
SE-796,PRELIMINARY DESIGN,May 2009,Sep 2009,Sep 2010,Jan 2011
SE-796,FINAL DESIGN,Sep 2009,Mar 2010,Jan 2011,Dec 2011
SE-796,BID AWARD AND REGISTER CONTRCT,Mar 2010,Jun 2010,Dec 2011,Mar 2012
SE-796,CONSTRUCTION TO 25%,Jun 2010,Oct 2010,Mar 2012,Mar 2013
SE-796,CONSTRUCTION TO 50%,Oct 2010,Feb 2011,Mar 2013,Mar 2014
SE-796,CONSTRUCTION TO 75%,Feb 2011,Jun 2011,Mar 2014,Jun 2015
SE-796,ORIGINAL EQUIP & FURNISHING,Jun 2011,Sep 2011,Jun 2015,Aug 2015
SE-796,SUBSTANTIAL COMPLETION,Sep 2011,Nov 2011,Aug 2015,Oct 2015
SE-796,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2011,Dec 2011,Oct 2015,Jun 2022
SE-803,DEVELOP SCOPE,Jun 2011,Mar 2012,Jun 2011,Mar 2012
SE-803,PRELIMINARY DESIGN,Mar 2012,Mar 2013,Mar 2012,Mar 2013
SE-803,FINAL DESIGN,Mar 2013,Sep 2014,Mar 2013,Sep 2014
SE-803,BID AWARD AND REGISTER CONTRCT,Sep 2014,Jun 2015,Sep 2014,Jun 2015
SE-803,CONSTRUCTION TO 25%,Jun 2015,Jun 2016,Jun 2015,Jun 2016
SE-803,CONSTRUCTION TO 50%,Jun 2016,May 2017,Jun 2016,May 2017
